Year,Lx,Lx Uncert,Preflare limit year,Preflare limit Lx,year derived t-t_preflare (years),L-L_preflare,(L-L_preflare)/L_preflare,MJD,Preflare limit MJD,t-t_preflare (days),t-t_preflare (years),,,,,,,,,,,,,,
2011.97,2.68E+43,1.39E+42,2007.89,1.55E+42,4.08,2.53E+43,1.63E+01,55881.6,54391.1,1490.5,4.08356164383562,,,,,,,,,,,,,,
2012.03,3.77E+43,1.63E+42,2007.89,1.55E+42,4.14,3.62E+43,2.34E+01,55901.6,54391.1,1510.5,4.13835616438356,,,,,,,,,,,,,,
2012.12,2.27E+43,1.45E+42,2007.89,1.55E+42,4.23,2.11E+43,1.36E+01,55938.3,54391.1,1547.2,4.23890410958904,,,,,,,,,,,,,,
2012.13,2.57E+43,1.59E+42,2007.89,1.55E+42,4.24,2.41E+43,1.56E+01,55941.2,54391.1,1550.1,4.24684931506849,,,,,,,,,,,,,,
2012.14,4.59E+43,2.05E+42,2007.89,1.55E+42,4.25,4.44E+43,2.87E+01,55944.9,54391.1,1553.8,4.25698630136986,,,,,,,,,,,,,,
2012.15,2.45E+43,1.54E+42,2007.89,1.55E+42,4.26,2.29E+43,1.48E+01,55948.6,54391.1,1557.5,4.26712328767123,,,,,,,,,,,,,,
2012.17,4.75E+43,2.03E+42,2007.89,1.55E+42,4.28,4.59E+43,2.97E+01,55958.1,54391.1,1567,4.29315068493151,,,,,,,,,,,,,,
2012.18,2.93E+43,1.93E+42,2007.89,1.55E+42,4.29,2.78E+43,1.80E+01,55959.3,54391.1,1568.2,4.29643835616438,,,,,,,,,,,,,,
2012.18,1.43E+43,1.19E+42,2007.89,1.55E+42,4.29,1.27E+43,8.21E+00,55960.4,54391.1,1569.3,4.29945205479452,,,,,,,,,,,,,,
2012.58,1.02E+43,9.84E+41,2007.89,1.55E+42,4.69,8.64E+42,5.58E+00,56105.8,54391.1,1714.7,4.69780821917808,,,,,,,,,,,,,,
2012.63,5.40E+42,1.14E+42,2007.89,1.55E+42,4.74,3.85E+42,2.49E+00,56121,54391.1,1729.9,4.73945205479452,,,,,,,,,,,,,,
2012.76,0,0,2007.89,1.55E+42,4.87,-1.55E+42,-1.00E+00,56170,54391.1,1778.9,4.87369863013699,,,,,,,,,,,,,,
2012.79,5.89E+42,7.60E+41,2007.89,1.55E+42,4.9,4.34E+42,2.80E+00,56182.4,54391.1,1791.3,4.90767123287671,,,,,,,,,,,,,,
2012.8,6.95E+42,1.61E+42,2007.89,1.55E+42,4.91,5.40E+42,3.49E+00,56185.8,54391.1,1794.7,4.91698630136986,,,,,,,,,,,,,,
2012.81,4.34E+42,7.00E+41,2007.89,1.55E+42,4.92,2.80E+42,1.81E+00,56189.9,54391.1,1798.8,4.92821917808219,,,,,,,,,,,,,,
2012.82,1.59E+43,1.24E+42,2007.89,1.55E+42,4.93,1.43E+43,9.25E+00,56193.4,54391.1,1802.3,4.93780821917808,,,,,,,,,,,,,,
2012.87,4.93E+42,7.27E+41,2007.89,1.55E+42,4.98,3.38E+42,2.18E+00,56209.9,54391.1,1818.8,4.98301369863014,,,,,,,,,,,,,,
2012.95,2.63E+43,2.05E+42,2007.89,1.55E+42,5.06,2.48E+43,1.60E+01,56240.9,54391.1,1849.8,5.06794520547945,,,,,,,,,,,,,,
2013.02,3.67E+42,6.13E+41,2007.89,1.55E+42,5.13,2.12E+42,1.37E+00,56265.8,54391.1,1874.7,5.13616438356164,,,,,,,,,,,,,,
2013.05,9.71E+42,8.49E+41,2007.89,1.55E+42,5.16,8.16E+42,5.27E+00,56273.2,54391.1,1882.1,5.15643835616438,,,,,,,,,,,,,,
2013.09,2.61E+43,1.62E+42,2007.89,1.55E+42,5.2,2.46E+43,1.59E+01,56289.6,54391.1,1898.5,5.2013698630137,,,,,,,,,,,,,,
2013.2,1.15E+43,1.08E+42,2007.89,1.55E+42,5.31,9.97E+42,6.44E+00,56334.6,54391.1,1943.5,5.32465753424658,,,,,,,,,,,,,,
2013.47,6.17E+42,7.81E+41,2007.89,1.55E+42,5.58,4.63E+42,2.99E+00,56429.1,54391.1,2038,5.58356164383562,,,,,,,,,,,,,,
2013.54,5.09E+42,7.17E+41,2007.89,1.55E+42,5.65,3.54E+42,2.29E+00,56454.2,54391.1,2063.1,5.65232876712329,,,,,,,,,,,,,,
2013.54,4.99E+42,1.20E+42,2007.89,1.55E+42,5.65,3.44E+42,2.22E+00,56455.8,54391.1,2064.7,5.65671232876712,,,,,,,,,,,,,,
2013.55,8.93E+42,8.51E+41,2007.89,1.55E+42,5.66,7.38E+42,4.77E+00,56457.5,54391.1,2066.4,5.6613698630137,,,,,,,,,,,,,,
2013.56,4.13E+42,6.40E+41,2007.89,1.55E+42,5.67,2.58E+42,1.67E+00,56461.4,54391.1,2070.3,5.67205479452055,,,,,,,,,,,,,,
2013.58,5.27E+42,7.22E+41,2007.89,1.55E+42,5.69,3.72E+42,2.40E+00,56468.6,54391.1,2077.5,5.69178082191781,,,,,,,,,,,,,,
2013.6,2.46E+43,1.35E+42,2007.89,1.55E+42,5.71,2.30E+43,1.49E+01,56478,54391.1,2086.9,5.71753424657534,,,,,,,,,,,,,,
2013.62,3.01E+43,1.68E+42,2007.89,1.55E+42,5.73,2.85E+43,1.84E+01,56485.3,54391.1,2094.2,5.73753424657534,,,,,,,,,,,,,,
2013.64,2.00E+43,1.47E+42,2007.89,1.55E+42,5.75,1.85E+43,1.19E+01,56489.1,54391.1,2098,5.74794520547945,,,,,,,,,,,,,,
2013.68,1.86E+42,4.04E+41,2007.89,1.55E+42,5.79,3.15E+41,2.03E-01,56505.6,54391.1,2114.5,5.79315068493151,,,,,,,,,,,,,,
2013.7,9.30E+42,9.76E+41,2007.89,1.55E+42,5.81,7.76E+42,5.01E+00,56513.9,54391.1,2122.8,5.8158904109589,,,,,,,,,,,,,,
2013.79,1.82E+43,1.37E+42,2007.89,1.55E+42,5.9,1.66E+43,1.07E+01,56545.7,54391.1,2154.6,5.90301369863014,,,,,,,,,,,,,,
2013.81,4.65E+42,6.98E+41,2007.89,1.55E+42,5.92,3.10E+42,2.00E+00,56553.1,54391.1,2162,5.92328767123288,,,,,,,,,,,,,,
2013.83,8.70E+42,9.21E+41,2007.89,1.55E+42,5.94,7.15E+42,4.62E+00,56561.8,54391.1,2170.7,5.94712328767123,,,,,,,,,,,,,,
2013.84,5.50E+42,6.68E+41,2007.89,1.55E+42,5.95,3.95E+42,2.55E+00,56565.7,54391.1,2174.6,5.95780821917808,,,,,,,,,,,,,,
2013.9,5.31E+42,7.35E+41,2007.89,1.55E+42,6.01,3.76E+42,2.43E+00,56585.4,54391.1,2194.3,6.01178082191781,,,,,,,,,,,,,,
2013.93,6.51E+42,9.25E+41,2007.89,1.55E+42,6.04,4.97E+42,3.21E+00,56598.6,54391.1,2207.5,6.04794520547945,,,,,,,,,,,,,,
2013.95,8.65E+42,8.30E+41,2007.89,1.55E+42,6.06,7.10E+42,4.59E+00,56605.5,54391.1,2214.4,6.06684931506849,,,,,,,,,,,,,,
2013.96,5.12E+42,6.97E+41,2007.89,1.55E+42,6.07,3.57E+42,2.31E+00,56608.1,54391.1,2217,6.07397260273973,,,,,,,,,,,,,,
2013.98,3.02E+42,9.21E+41,2007.89,1.55E+42,6.09,1.47E+42,9.52E-01,56613.3,54391.1,2222.2,6.08821917808219,,,,,,,,,,,,,,
2013.99,5.49E+42,7.35E+41,2007.89,1.55E+42,6.1,3.95E+42,2.55E+00,56617.6,54391.1,2226.5,6.1,,,,,,,,,,,,,,
2014.02,5.31E+42,1.44E+42,2007.89,1.55E+42,6.13,3.76E+42,2.43E+00,56629.7,54391.1,2238.6,6.13315068493151,,,,,,,,,,,,,,
2014.03,2.24E+42,2.24E+42,2007.89,1.55E+42,6.14,6.90E+41,4.45E-01,56633.8,54391.1,2242.7,6.14438356164384,,,,,,,,,,,,,,
2014.05,5.25E+42,8.01E+41,2007.89,1.55E+42,6.16,3.70E+42,2.39E+00,56641.2,54391.1,2250.1,6.16465753424658,,,,,,,,,,,,,,
2014.07,4.36E+42,6.53E+41,2007.89,1.55E+42,6.18,2.81E+42,1.81E+00,56645.2,54391.1,2254.1,6.17561643835616,,,,,,,,,,,,,,
2014.09,5.00E+42,6.55E+41,2007.89,1.55E+42,6.2,3.45E+42,2.23E+00,56657.7,54391.1,2266.6,6.20986301369863,,,,,,,,,,,,,,
2014.17,1.02E+43,8.98E+41,2007.89,1.55E+42,6.28,8.64E+42,5.58E+00,56685.9,54391.1,2294.8,6.28712328767123,,,,,,,,,,,,,,
2014.18,7.15E+42,8.98E+41,2007.89,1.55E+42,6.29,5.60E+42,3.62E+00,56693.5,54391.1,2302.4,6.30794520547945,,,,,,,,,,,,,,
2014.53,0,0,2007.89,1.55E+42,6.64,-1.55E+42,-1.00E+00,56817.3,54391.1,2426.2,6.64712328767123,,,,,,,,,,,,,,
2014.58,6.52E+42,8.16E+41,2007.89,1.55E+42,6.69,4.97E+42,3.21E+00,56833.7,54391.1,2442.6,6.69205479452055,,,,,,,,,,,,,,
2014.59,8.69E+42,9.78E+41,2007.89,1.55E+42,6.7,7.15E+42,4.62E+00,56837,54391.1,2445.9,6.70109589041096,,,,,,,,,,,,,,
2014.69,7.10E+42,8.69E+41,2007.89,1.55E+42,6.8,5.55E+42,3.58E+00,56873.1,54391.1,2482,6.8,,,,,,,,,,,,,,
2014.71,9.08E+42,9.37E+41,2007.89,1.55E+42,6.82,7.53E+42,4.86E+00,56881.2,54391.1,2490.1,6.82219178082192,,,,,,,,,,,,,,
2015.08,6.42E+42,7.42E+41,2007.89,1.55E+42,7.19,4.87E+42,3.15E+00,57014,54391.1,2622.9,7.18602739726027,,,,,,,,,,,,,,
2015.17,3.69E+42,6.46E+41,2007.89,1.55E+42,7.28,2.14E+42,1.38E+00,57054,54391.1,2662.9,7.29561643835616,,,,,,,,,,,,,,
2015.53,1.75E+43,1.29E+42,2007.89,1.55E+42,7.64,1.60E+43,1.03E+01,57181.3,54391.1,2790.2,7.64438356164384,,,,,,,,,,,,,,
2015.76,1.42E+43,1.18E+42,2007.89,1.55E+42,7.87,1.27E+43,8.19E+00,57264.1,54391.1,2873,7.87123287671233,,,,,,,,,,,,,,
2015.87,5.85E+42,8.48E+41,2007.89,1.55E+42,7.98,4.30E+42,2.78E+00,57305.2,54391.1,2914.1,7.98383561643836,,,,,,,,,,,,,,
2015.92,6.38E+42,8.43E+41,2007.89,1.55E+42,8.03,4.83E+42,3.12E+00,57322.3,54391.1,2931.2,8.03068493150685,,,,,,,,,,,,,,
2015.94,2.70E+42,7.76E+41,2007.89,1.55E+42,8.05,1.16E+42,7.47E-01,57329.8,54391.1,2938.7,8.05123287671233,,,,,,,,,,,,,,
2015.99,2.74E+43,1.65E+42,2007.89,1.55E+42,8.1,2.59E+43,1.67E+01,57350.1,54391.1,2959,8.10684931506849,,,,,,,,,,,,,,
2016.06,1.06E+43,1.39E+42,2007.89,1.55E+42,8.17,9.02E+42,5.82E+00,57373.9,54391.1,2982.8,8.17205479452055,,,,,,,,,,,,,,
2016.09,2.46E+42,4.96E+41,2007.89,1.55E+42,8.2,9.11E+41,5.89E-01,57385.4,54391.1,2994.3,8.20356164383562,,,,,,,,,,,,,,
2016.49,1.50E+43,1.28E+42,2007.89,1.55E+42,8.6,1.35E+43,8.70E+00,57533.2,54391.1,3142.1,8.60849315068493,,,,,,,,,,,,,,
